question,answer,page,category,made_date,exam
受粉した花粉は花粉管をのばし花粉の中の何細胞を子房内の胚珠にある卵細胞に送りそこで受精するか,精細胞,P438,jiyujizai,2021/07/10,all
二重に受粉することを何受粉と呼ぶか,重複受粉,P438,jiyujizai,2021/07/10,all
シダ植物・コケ植物・菌類・藻類は何という生殖細胞を作って増えるか,胞子,P439,jiyujizai,2021/07/10,all
多くの植物は何生殖を行うか,有性生殖,P439,jiyujizai,2021/07/11,all
卵も精子も何分裂で作られるか,減数分裂,P439,jiyujizai,2021/07/11,all
体外受精は何がある環境で行われるか,水,P439,jiyujizai,2021/07/11,all
雌の卵巣で作られる乱が受精するとなんと呼ばれるようになるか,受精卵,P440,jiyujizai,2021/08/29,all
性に関係なく新しい個体を作る仕組みをなに生殖というか,無性生殖,P442,jiyujizai,2021/07/11,all
親の形質を子に伝えるのは何か,遺伝子,P444,jiyujizai,2021/07/11,all
植物の遺伝子はどこに含まれているか,染色体,P444,jiyujizai,2021/08/29,all
19世期オーストラリアの誰はエンドウを用いて交配実験を行い、遺伝の規則性を研究したか,メンデル,P445,jiyujizai,2021/07/11,all
純系同士を交配した時子に現れる性質を何と呼ぶか,顕性形質,P446,jiyujizai,2021/07/11,all
純系同士を交配した時子に現れない形質を何と呼ぶか,潜性形質,P446,jiyujizai,2021/07/11,all
親から子へ伝わる遺伝子の本体は何であることがわかっているか,DNA,P447,jiyujizai,2021/07/11,all
DNAは何重構造となっているか,2重,P447,jiyujizai,2021/07/11,all
DNAはどのような形をしているか,二重らせん構造,P448,jiyujizai,2021/08/29,all
生物の体の特徴の変化のことを何と呼ぶか,進化,P449,jiyujizai,2021/07/11,all
面が物体に押された時に反対に面が押し返す力を何と呼ぶか,垂直抗力,P45,jiyujizai,2021/08/06,all
ゴムやバネに力を加えて引き伸ばすと元の形に戻ろうとして他の物体に力を働かせる。この力を何と呼ぶか,弾性力,P45,jiyujizai,2021/08/06,all
変形した物体が元に戻ろうとする性質を何と呼ぶか,弾性,P45,jiyujizai,2021/08/06,all
男性を示す限界の力を何と呼ぶか,弾性限界,P45,jiyujizai,2021/08/06,all
物体が触れ合っている面で物体の運動を妨げるように働く力を何と呼ぶか,摩擦力,P45,jiyujizai,2021/08/06,all
面の上の物体を引いても動かない時摩擦力の大きさは引いた力と等しくなる。この力を何と呼ぶか,静止摩擦力,P45,jiyujizai,2021/08/06,all
限界の摩擦力を何と呼ぶか,最大摩擦力,P45,jiyujizai,2021/08/06,all
自然界の動物には「食べる」「食べられる」という関係がある。この関係のことをなんと呼ぶか,食物連鎖,P458,jiyujizai,2021/07/11,all
無機物から有機物を作り出している生物のことを何と呼ぶか,生産者,P458,jiyujizai,2021/07/11,all
他の動物が作り出した有機物を食べる生物を何と呼ぶか,消費者,P458,jiyujizai,2021/07/11,all
糸が物体を引く力を何と呼ぶか,張力,P46,jiyujizai,2021/08/06,all
地球が物体を引く力を何と呼ぶか,重力,P46,jiyujizai,2021/08/09,all
磁石同士の離れていても互いを引きつけあったり反発しあったりする力を何と呼ぶか,磁力(磁石の力),P46,jiyujizai,2021/08/09,all
N極とN極、S極とS極のように同じ極同士の間では反発し合う力が働く。このような力を何と呼ぶか,斥力,P46,jiyujizai,2021/08/09,all
その生物を食べる生物のことを何と呼ぶか,天敵,P463,jiyujizai,2021/07/11,all
同じ種類の動物が集まり統一的な行動をとる集団のことを何と呼ぶか,群れ,P463,jiyujizai,2021/07/11,all
動物が食料や巣を確保するために他の動物を寄せ付けずに占有する場所を何と呼ぶか,縄張り,P463,jiyujizai,2021/07/11,all
群れで見られる優劣のことを何と呼ぶか,順位,P463,jiyujizai,2021/07/11,all
リーダーが群を統率する現象を何と呼ぶか,リーダー制,P463,jiyujizai,2021/07/11,all
同種、または異種の動物たちが食物・生活空間・配偶者・光・水・栄養分などを競うことをなんとよぶか,競争,P463,jiyujizai,2021/07/11,all
異種の生物が一緒に暮らしている現象をなんと呼ぶか,共生,P463,jiyujizai,2021/07/11,all
順位によって秩序が保たれる現象をなんと呼ぶか,順位制,P463,jiyujizai,2021/08/29,all
生活様式が似た種が食物を別にして競争を避けている現象のことをなんと呼ぶか,食い分け,P463,jiyujizai,2021/08/29,all
他の生物（宿主）の体内や体表で宿主に依存しながら生活している現象をなんと呼ぶか,寄生,P463,jiyujizai,2021/08/29,all
ある地域に生息する生物とその自然環境について一つのまとまりを持ったシステムとして考えたものをなんと呼ぶか,生態系,P464,jiyujizai,2021/08/29,all
廃棄物を分解することにより栄養をもらっている生物のことを何と呼ぶか,分解者,P465,jiyujizai,2021/07/11,all
分解者には一般的に何類と何類がいるか,菌類と細菌類,P465,jiyujizai,2021/07/11,all
酸性の強い雨のことを何と呼ぶか,酸性雨,P468,jiyujizai,2021/07/11,all
工場や車の排気ガスに含まれるのはSOxと呼ばれる何と、NOxと呼ばれる何か,硫黄酸化物、窒素酸化物,P468,jiyujizai,2021/08/30,all
温室効果により地球の平均気温が上昇することをなんとよぶか,地球温暖化,P469,jiyujizai,2021/07/11,all
衣服で擦ったプラスチックの下敷きを紙片に近づけると紙片は離れていても下敷きに引き寄せられる。この時下敷きは摩擦によって何を帯びているか,静電気,P47,jiyujizai,2021/08/09,all
物体が電気を帯びることを何と呼ぶか,帯電,P47,jiyujizai,2021/08/09,all
力の大きさを表す単位は何を用いるか,ニュートン(N),P47,jiyujizai,2021/08/09,all
上空にある何は太陽の紫外線から生物を守っているか,オゾン層,P470,jiyujizai,2021/07/11,all
スプレーなどに使われている何は上空に上がりオゾン層を壊す働きをしているか,フロンガス,P470,jiyujizai,2021/07/12,all
人間の活動によってある地域にそれまで生息していなかった種類の生物が持ち込まれ、その持ち込まれた生物が野生化したものを何というか,外来種,P470,jiyujizai,2021/07/12,all
元々の地域に生息している生物を何と呼ぶか,在来種,P470,jiyujizai,2021/07/12,all
河川や海に汚れ(有機物)が流入すると一時的に水は濁る。しかし水中の微生物(分解者)などの働きによって分解され水質は元の状態に戻る。このような働きをを何と呼ぶか,自然浄化,P471,jiyujizai,2021/07/12,all
窒素やリンなどの栄養素が大量に海に流れ込んでくると何や何が発生するか,アオコや赤潮,P471,jiyujizai,2021/07/12,all
赤潮とは何の異常増殖によって起こるか,プランクトン,P471,jiyujizai,2021/07/12,all
火山の噴火によって流れてくるのは何か,火砕流・溶岩流,P471,jiyujizai,2021/07/12,all
ソーラーパネルを用いて直接的に電力に変換することをなんと呼ぶか,太陽光発電,P471,jiyujizai,2021/08/29,all
風車を動力源として発電することを何発電と呼ぶか,風力発電,P471,jiyujizai,2021/08/29,all
海を使った発電には何発電となに発電などがあるか,波力発電・潮汐発電,P472,jiyujizai,2021/08/29,all
石油や石炭などの資源のことをなんと呼ぶか,化石燃料資源,P472,jiyujizai,2021/08/29,all
大地からの恵みの中で日常生活に役立つような資源のことをなんと呼ぶか,鉱物資源,P472,jiyujizai,2021/08/29,all
気圧低下に伴う海水面の上昇のことをなんと呼ぶか,高潮,P472,jiyujizai,2021/09/01,all
海の近くで地震が起こると何が起こる可能性があるか,津波,P473,jiyujizai,2021/07/12,all
自然災害の範囲を予測し、その被害範囲を地図化したものを何と呼ぶか,ハザードマップ,P473,jiyujizai,2021/07/12,all
地震による被害を少なくするために建物などの何化が進められているか,耐震化,P473,jiyujizai,2021/07/12,all
どのような働きをする力かは力の大きさ、力の向き、作用点によって決まる。この三つの要素を何と呼ぶか,力の三要素,P48,jiyujizai,2021/08/09,all
火山の活動では地下に存在している高温で液状の何が岩盤の内部を上昇して地上に出てくるか,マグマ,P480,jiyujizai,2021/07/15,all
マグマが地上に出てくることを何と呼ぶか,火山噴火,P480,jiyujizai,2021/07/15,all
火山噴火によって出来た地形を何と呼ぶか,火山地形,P480,jiyujizai,2021/07/15,all
マグマが噴出する穴をなんと呼ぶか,火口,P480,jiyujizai,2021/07/15,all
過去１万年以内に噴火した火山のことを何と呼ぶか,活火山,P481,jiyujizai,2021/07/15,all
火山が噴火するときに噴出する物質を何と呼ぶか,火山噴出物,P481,jiyujizai,2021/07/15,all
マグマが地表で固まると何と呼ばれるようになるか,溶岩,P481,jiyujizai,2021/07/15,all
マグマが固まるときに細かく砕けたものを何と呼ぶか,火山砕せつ物,P481,jiyujizai,2021/07/15,all
火山噴火の時に出てくるものの中の直径が2mmより小さいものをなんと呼ぶか,火山灰,P481,jiyujizai,2021/07/15,all
火山噴火の時に出てくる火山灰よりも大きい塊のことを何と呼ぶか,火山れき,P481,jiyujizai,2021/07/15,all
火山噴火の時に噴出される水蒸気や二酸化炭素などのガスのことをなんと呼ぶか,火山ガス,P481,jiyujizai,2021/08/29,all
マグマの温度は何度ぐらいか,1000度前後,P481,jiyujizai,2021/08/29,all
マグマの何が高いとマグマの量が多いときに爆発的な噴火となるか,粘性,P482,jiyujizai,2021/07/15,all
マグマの粘性が高いとどのような形の火山になるか,盛り上がっている,P482,jiyujizai,2021/07/15,all
マグマの粘性が低いとどのような形の火山となるか,傾斜が低く大規模な火山,P482,jiyujizai,2021/07/15,all
激しい噴火では火山灰が何の上部を超えることもあるか,対流圏,P482,jiyujizai,2021/07/15,all
噴火が元となって何が起こることもあるか,自然災害,P484,jiyujizai,2021/07/15,all
火山の地形に剃って猛スピードで流れ下る火山砕せつ物である何は発生してからの避難が困難で大変危険である,火砕流,P485,jiyujizai,2021/07/15,all
火山噴火の危険が迫った際には気象庁の何や何を確認して避難に役立てることが大事か,噴火情報・噴火警戒レベル,P485,jiyujizai,2021/07/15,all
火山による何発電などが行われているか,地熱発電,P485,jiyujizai,2021/07/15,all
身近な火山が何に認定されていたら火山の恵や地域の人たちとの関係について詳しく知ることができるか,ジオパーク,P485,jiyujizai,2021/07/15,all
自治体などが公表している何では火山災害が起こる危険性を地図に示しているか,ハザードマップ,P485,jiyujizai,2021/08/29,all
火山が噴火したり、その危険が迫った時には気象庁の何や何を確認して避難に役立てることができるか,噴火警報・噴火警戒レベル,P485,jiyujizai,2021/08/29,all
マグマが冷却されてできた岩石のことをなんと呼ぶか,火成岩,P486,jiyujizai,2021/07/15,all
マグマが地上や地上付近で固まってできた岩石のことをなんと呼ぶか,火山岩,P486,jiyujizai,2021/07/15,all
マグマが地下でゆっくりと固まってできた岩石をなんと呼ぶか,深成岩,P486,jiyujizai,2021/07/15,all
火成岩は様々な種類や大きさの何が集合してできているか,鉱物,P486,jiyujizai,2021/07/15,all
火山岩は大きな結晶が反転乗に見えることからこうした組織をなんとよぶか,斑状組織,P486,jiyujizai,2021/07/15,all
深成岩は大きな結晶の集合体となっている。このような組織を何というか,等粒状組織,P486,jiyujizai,2021/07/15,all
火山岩の中には白っぽい何岩黒っぽい何岩黒と白の中間の何岩があるか,流紋岩・玄武岩・安山岩,P486,jiyujizai,2021/07/15,all
深成岩には白っぽい何岩黒っぽい何岩しろと黒の中間の何岩があるか,花こう岩・斑れい岩・閃緑岩,P486,jiyujizai,2021/07/15,all
岩石を作る鉱物のことをなんと呼ぶか,造岩鉱物,P487,jiyujizai,2021/07/15,all
造岩鉱物が何と何に分けられるか,無色鉱物・有色鉱物,P487,jiyujizai,2021/07/15,all
鉱物の硬さは何という指標を用いることが多いか,モース硬度,P487,jiyujizai,2021/07/15,all
弾性を持つ物体が変形する時その変形の大きさは加えた力の大きさに比例する。この関係を何と呼ぶか,フックの法則,P49,jiyujizai,2021/08/09,all
一つの物体に多くの力が働いていてもその物体が静止していて動かない場合これらの力はどうなっているということができるか,つり合っている,P49,jiyujizai,2021/08/09,all
地下の硬い岩石が短時間に壊れてずれ動くときに発生する振動が岩盤の中を伝わっていく現象のことを何と呼ぶか,地震,P490,jiyujizai,2021/07/15,all
地震の発生によってできたずれを伴う割れ目のことを何と呼ぶか,断層,P490,jiyujizai,2021/07/15,all
地下の岩盤が壊れて地震が発生した場所を何と呼ぶか,震源,P491,jiyujizai,2021/07/15,all
震源の真上にある地表での地点をなんと呼ぶか,震央,P491,jiyujizai,2021/07/15,all
震央から震源までの直線距離を何と呼ぶか,震源の深さ,P491,jiyujizai,2021/07/15,all
地震の広がりの全体を何と呼ぶか,震源域,P491,jiyujizai,2021/07/15,all
地下の岩石が壊れるときに周囲に伝わっていく揺れをなんとよぶか,地震波,P492,jiyujizai,2021/07/15,all
地震波には何と何があるか,P波・S波,P492,jiyujizai,2021/07/15,all
地震には何と何の2種類の揺れ方があるか,初期微動・主要動,P492,jiyujizai,2021/07/15,all
P波は何波か,縦波,P492,jiyujizai,2021/07/15,all
S波は何波か,横波,P492,jiyujizai,2021/07/15,all
S波の秒速は何キロメートルか,6キロメートル,P492,jiyujizai,2021/07/15,all
S波の秒速は何キロメートルか,3〜４キロメートル,P492,jiyujizai,2021/07/15,all
P波が到着して初期微動が始まる時間からS波が到着して主要動が始まる時刻までの時間をなんと呼ぶか,初期微動継続時間,P492,jiyujizai,2021/07/16,all
同じ時刻に揺れ始めた地点を結ぶと同心円状の曲線になることがあるが、このような線のことをなんとよぶか,等発震時線,P493,jiyujizai,2021/07/16,all
各地の観測点ごとの揺れの大きさを何と呼ぶか,震度,P494,jiyujizai,2021/07/16,all
震度は何によってはかられるか,地震計,P494,jiyujizai,2021/07/16,all
地震そのものの規模を表す指標のことをなんと呼ぶか,マグニチュード,P495,jiyujizai,2021/07/16,all
マグニチュードの値が2大きくなるとエネルギーの大きさは約何倍になるか,1000倍,P495,jiyujizai,2021/07/16,all
マグニチュードの値が大きいほどその地震のもたらした震源の何も大きくなるか,断層,P495,jiyujizai,2021/07/16,all
大きな地震では地震の後に土地が高くなる何が起きたり逆に低くなる何が起きたりするか,隆起・沈降,P496,jiyujizai,2021/07/16,all
日本海側と太平洋側を比べるとどちら側に多くの震央がかたまっているか,太平洋側,P497,jiyujizai,2021/07/16,all
地球の表面は何と呼ばれる暑さ百キロほどの硬い岩盤に覆われているか,プレート,P498,jiyujizai,2021/07/16,all
プレートは地球全体に何枚あるか,15枚,P499,jiyujizai,2021/07/16,all
大陸を乗せたプレートを何と呼ぶか,大陸プレート,P499,jiyujizai,2021/07/16,all
大陸をのせずに海底だけで出来たプレートをなんと呼ぶか,海洋プレート,P499,jiyujizai,2021/07/16,all
日本列島の周辺には2つの海洋プレートと2つの大陸プレートがある。このプレートの名前を答えなさい,フィリピン海プレート・太平洋プレート・北米プレート・ユーラシアプレート,P499,jiyujizai,2021/07/16,all
海溝とは通常何メートル以上の深さのものをいうか,6000メートル,P499,jiyujizai,2021/07/16,all
海溝付近で起こる地震のことを何と呼ぶか,海溝型地震,P500,jiyujizai,2021/07/16,all
海溝型地震はプレート同士の境界で起こるため何とも呼ばれることがあるか,プレート境界型地震,P500,jiyujizai,2021/07/18,all
海溝型地震は内陸型地震と比べると規模は大きいか小さいか,大きい,P500,jiyujizai,2021/07/18,all
陸地の内部では比較的浅い震源でマグニチュード7前後の海溝型地震と比べると規模の小さい地震が起こる。このような地震を何と呼ぶか。2つ答えなさい,内陸型地震、活断層による地震,P500,jiyujizai,2021/07/18,all
内陸型地震は海溝型地震よりも規模が大きいが、どこで起きると大きな被害をもたらすか,都市の直下,P500,jiyujizai,2021/07/18,all
木造の家が多い古い街並みで大地震が起こると何が起こりやすいか,火災,P501,jiyujizai,2021/07/18,all
海底を震源とする地震が起きたときに海水が上下に変動することにより起こる災害のことを何と呼ぶか,津波,P501,jiyujizai,2021/07/18,all
海岸近くで地震にあった場合はどのような場所に逃げると良いか,小高い丘、津波タワー,P501,jiyujizai,2021/07/18,all
地震による斜面崩壊は簡単にいうと何のことか,山崩れ,P502,jiyujizai,2021/07/18,all
柔くて水分を多く含む砂が多い地盤が地震の際に泥を吹き出しながらあたかも液体のようになってしまう現象のことを何と呼ぶか,液状化,P502,jiyujizai,2021/07/18,all
波で崖が削られて崖が後退した後には浅い平らな岩場が広がっている。この作用は崖が海に食べられているようなので何と呼ばれているか,海食作用,P503,jiyujizai,2021/07/18,all
海食作用によってできた平らな地形のことを何と呼ぶか,海食台,P503,jiyujizai,2021/07/18,all
海食作用によって出来た崖のことをなんと呼ぶか,海食崖,P503,jiyujizai,2021/07/18,all
海食台や海食崖の周辺の土地が大地震などで隆起すると海食台が陸地になった何ができるか,隆起海食台,P503,jiyujizai,2021/07/18,all
隆起海食台と海食崖が繰り返し作られると、全体の形は海岸線から陸地に向かってくる高くなる階段状の地形となる。このような地形のことを何と呼ぶか,海岸段丘,P504,jiyujizai,2021/07/19,all
河川の近くで大地震などによる土地の隆起が繰り返し起こると、元の川原を1番上にもち、現在の川原に向かって階段状になっていく川沿いの地形となる。このような地形のことを何と呼ぶか,河岸段丘,P504,jiyujizai,2021/07/19,all
谷が発達した低い海岸沿いの山地が沈降すると、海水が谷の奥まで侵入する。すると、背後に山が迫り、入り組んだ海岸線を持つ地形ができる。このような地形のことを何と呼ぶか,リアス海岸,P505,jiyujizai,2021/07/19,all
海岸付近に多数の小さな山が分布していた地域が沈降すると、それらの山の頂上が海面上に突き出して、多数の島が浮かぶ地形ができる。このような地形のことを何と呼ぶか,多島海,P505,jiyujizai,2021/07/19,all
氷河によって削られることでできたU字型の断面をした深い谷に海水が侵入すると、水深が大きく、奥行きのある入江ができてくる。このような地形のことを何と呼ぶか,フィヨルド,P505,jiyujizai,2021/07/19,all
下から上に途切れることなく順序よく重なっている地層のことを何と呼ぶか,整合,P505,jiyujizai,2021/07/19,all
下から上に重なっている地層の一部が欠けている地層のことを何と呼ぶか,不整合,P506,jiyujizai,2021/07/19,all
地層の連なりが不連続になっている面のことを何と呼ぶか,不整合面,P506,jiyujizai,2021/07/19,all
地震を起こした断層は、地層や岩石の中で記録として残される。断層は、地層などの中にできた割れ目である断面層を境に、その両側がどのように動いたかに基づいて何と何と何の3つに大別されるか,正断層、逆断層、横ずれ断層,P507,jiyujizai,2021/07/19,all
断層ができたときに水平方向に引っ張る力が働いている場合に何ができるか,正断層,P507,jiyujizai,2021/07/19,all
断層ができた時に水平方向に押す力が働いている場合に何ができるか,逆断層,P507,jiyujizai,2021/07/19,all
断層によって作られた地形のことを何と呼ぶか,断層地形,P507,jiyujizai,2021/07/20,all
弧状列島は大規模な何によって作られたか,地殻変動,P507,jiyujizai,2021/07/20,all
プレートの動きから造山運動などの現象を理解しようとする考えを何と呼ぶか,プレートテクトニクス,P507,jiyujizai,2021/07/20,all
大陸が移動するという考えは20世紀に誰によって示されたか,アルフレート・ウェゲナー,P507,jiyujizai,2021/07/20,all
マントルの対流に引きずられるようにしてプレートが動いているという新しい考え方を何と呼ぶか,プルームテクトニクス,P507,jiyujizai,2021/07/20,all
水や風邪などによって運搬されてきた土砂や火山灰などが次々に堆積してできたものを何と呼ぶか,地層,P507,jiyujizai,2021/07/20,all
場所が変わっても物質そのものの量を何と呼ぶか,質量,P51,jiyujizai,2021/08/09,all
重さのない状態を何と呼ぶか,無重力状態,P51,jiyujizai,2021/08/09,all
世界中の海底には中央海嶺という数万kmに及ぶ大山脈が延々と走っている。海底の岩盤は中央海嶺で形成されそこから一定の速度で離れる方向の運動をしている。このことを何説と呼ぶか,海洋底拡大説,P510,jiyujizai,2021/08/30,all
一目で同じ地層であることがわかるような地層をなんと呼ぶか,鍵層,P510,jiyujizai,2021/08/30,all
地層を観察するところを何と呼ぶか,露頭,P512,jiyujizai,2021/07/20,all
日本の地形はどのように大別できるか。4つ答えなさい,山地、丘陵地、平野、盆地,P512,jiyujizai,2021/07/20,all
地層でもあり岩石でもある岩のことを何と呼ぶか,堆積岩,P513,jiyujizai,2021/07/20,all
地盤を掘削して地層の様子を観察することを何と呼ぶか,ボーリング,P515,jiyujizai,2021/07/20,all
地層を色分けするように示した図のことを何と呼ぶか,柱状図,P515,jiyujizai,2021/07/20,all
岩石が表面から次第に崩れていくことを何と呼ぶか,風化,P515,jiyujizai,2021/07/21,all
風化には何風化と何風化があるか,物理風化・化学風化,P515,jiyujizai,2021/07/21,all
水に溶けることで岩石を失っていくことを何と呼ぶか,溶食,P515,jiyujizai,2021/07/21,all
石灰岩の溶食によってできた地形のことを何と呼ぶか,カルスト地形,P515,jiyujizai,2021/07/21,all
風化した岩石は風や雨によって削られていく。このことを何と呼ぶか,侵食,P515,jiyujizai,2021/07/21,all
岩石が崩れてできた土砂は河川の上流から下流に運ばれる。このことを何と呼ぶか,運搬,P515,jiyujizai,2021/07/21,all
断面がVの形をしている谷のことを何と呼ぶか,V字谷,P517,jiyujizai,2021/07/21,all
川底の傾斜が急に少なくなったりする場所では運搬されてきた土砂や火山灰が何しやすいか,堆積,P517,jiyujizai,2021/07/21,all
川の上流から中流に差し掛かる場所では急流だった流れの速度が小さくなるため、大小の岩石や土砂が堆積して何を作るか,扇状地,P517,jiyujizai,2021/07/21,all
下流が平野になっている川の河口部分ではゆっくりではあるが流れていた川の流れがほとんど停止するため運搬されていた細かな土砂が堆積して何を作るか,三角州,P517,jiyujizai,2021/07/21,all
平野を流れる川は曲がりくねって何をすることが多いか,蛇行,P517,jiyujizai,2021/07/21,all
流れが早い水、巨大な岩石、土砂が一体となった激しい勢いのある流れのことを何と呼ぶか。二つ答えなさい,土石流・鉄砲水,P518,jiyujizai,2021/07/21,all
堆積した土砂の塊のことを何と呼ぶか,堆積物,P519,jiyujizai,2021/07/23,all
堆積物が固まってできた岩石のことを何と呼ぶか,堆積岩,P519,jiyujizai,2021/07/23,all
川の流れや風などで運搬され堆積した土砂や火山灰のことを何と呼ぶか,堆積物,P519,jiyujizai,2021/07/23,all
土砂の集まった堆積物は粒子の大きい方から何の三つに大別されるか,れき、砂、泥,P519,jiyujizai,2021/07/23,all
過去に生息していた生物の遺骸のことを何と呼ぶか,化石,P519,jiyujizai,2021/07/23,all
丸いれきからなる岩のことを何と呼ぶか,円れき岩,P520,jiyujizai,2021/07/23,all
角ばったれきからなる岩のことを何と呼ぶか,角れき岩,P520,jiyujizai,2021/07/23,all
砂が固まってできた岩のことを何と呼ぶか,砂岩,P520,jiyujizai,2021/07/23,all
泥が団結してできた岩のことを何と呼ぶか,泥岩,P520,jiyujizai,2021/07/23,all
チャートは何の化石が元となっているか,放散虫,P521,jiyujizai,2021/07/23,all
堆積岩にもっと高い温度や圧力になると普通の堆積岩とは違う性質を持つ岩石となる。このような岩石のことを何と呼ぶか,変成岩,P522,jiyujizai,2021/07/23,all
堆積岩に特に高い圧力をかけると何になるか,結晶片岩,P522,jiyujizai,2021/07/23,all
堆積岩が特に高い温度になると何になるか,片麻岩,P522,jiyujizai,2021/07/23,all
砂岩や泥岩が変成岩になったらなんと呼ばれるようになるか,ホルンフェルス,P522,jiyujizai,2021/07/23,all
石灰岩が変成岩になると何と呼ばれるようになるか,大理石または結晶質石灰岩,P522,jiyujizai,2021/07/23,all
荒い粒の上に細かい粒があるような地層の重なり方を何と呼ぶか,級化,P522,jiyujizai,2021/07/23,all
ホルンフェルスはドイツ語で何という意味が込められているか,角の岩,P522,jiyujizai,2021/07/23,all
流れの強さや向きがたびたび変化する水底で堆積した地層には何と呼ばれるはけで互い違いにはいたような構造が見られる。このような構造のことを何と呼ぶか,斜交葉理・斜層理,P523,jiyujizai,2021/07/24,all
一方向の強い流れの下で堆積した平たいれきの大部分が平らな面を上流に向けて斜めに重なることをなんとよぶか,覆瓦構造(インプリケーション),P523,jiyujizai,2021/07/24,all
生息する環境が限られている生き物が化石になるとその化石のことは何と呼ばれるようになるか,示相化石,P524,jiyujizai,2021/07/24,all
特定の時期に地球上の広範囲に大繁栄した生き物の化石はその時代を特徴付ける化石となるこのような化石のことを何と呼ぶか,示準化石,P525,jiyujizai,2021/07/24,all
地球の歴史上での時代区分を表す年代を何と呼ぶか,地質年代,P525,jiyujizai,2021/07/24,all
地球の全体が凍りつくことをなんとよぶか,全休凍結(スノーボールアース),P525,jiyujizai,2021/07/24,all
単位面積あたりの面に垂直に加わる力を何と呼ぶか,圧力,P53,jiyujizai,2021/08/09,all
気温を測定するときは何を使うと良いか,温度計,P532,jiyujizai,2021/07/24,all
地上の気温の測定の時、温度計は地上から何メートル離れたところで測定すると良いか,1.5m,P532,jiyujizai,2021/07/24,all
湿度を測定するときは何を使うと良いか。5個答えなさい,湿度計、乾湿計、通風乾湿計、毛髪湿度計、自記湿度計,P532,jiyujizai,2021/07/24,all
気圧を測定するときは何を使うと良いか。4つ答えなさい,気圧計、アネロイド気圧計、水銀気圧計、自記気圧計,P533,jiyujizai,2021/07/24,all
アネロイド気圧計では表示された数値を何の単位で読むか,hPa(ヘクトパスカル),P533,jiyujizai,2021/07/24,all
1気圧は何ヘクトパスカルか,1013hPa,P533,jiyujizai,2021/07/24,all
風の状態は何で示されるか。3つ答えなさい,風向、風速、風力,P533,jiyujizai,2021/07/24,all
風が吹いてくる方向は何で示せられることが多いか,16方位,P533,jiyujizai,2021/07/24,all
風力は何から何の13階級があるか,0〜12,P533,jiyujizai,2021/07/25,all
雲は何に分けられているか,10種雲形,P534,jiyujizai,2021/07/25,all
上層(5〜13キロメートル)には何雲ができるか,巻雲・巻積雲・巻層雲,P534,jiyujizai,2021/07/25,all
中層(2〜7キロメートル)には何雲ができるか,高積雲・高層雲・乱層雲,P534,jiyujizai,2021/07/25,all
下層(0〜2キロメートル)には何雲ができるか,層積雲・層雲,P534,jiyujizai,2021/07/25,all
下層から上層(0〜13キロメートル)には何雲ができるか,積雲・積乱雲,P534,jiyujizai,2021/07/25,all
上層(5〜13キロメートル)の雲はとても冷たく多くの雲は何でできているか,氷の粒,P534,jiyujizai,2021/07/25,all
中層の雲(2〜7キロメートル)は温度は氷点下で多くの雲は何でできているか,水の粒,P534,jiyujizai,2021/07/25,all
下層の雲(地上〜2キロメートル)はほぼプラスの気温で、何でできているか,水の粒,P534,jiyujizai,2021/07/25,all
乱層雲は弱い雨を長時間降らせる。このような雨のことを何と呼ぶか,しとしと雨,P535,jiyujizai,2021/07/25,all
積乱雲は強い雨を短時間降らせる。このような雨を何と呼ぶか,にわか雨,P535,jiyujizai,2021/07/25,all
名称に何がつく雲は雨を降らせることがあるか,乱,P535,jiyujizai,2021/07/25,all
雲の種類を見分けるときは何と何に注意すると良いか,高さ、形,P535,jiyujizai,2021/07/25,all
横に広がる雲には何がついているか,層,P535,jiyujizai,2021/07/25,all
かたまり状の雲には何がつくか,積,P535,jiyujizai,2021/07/25,all
すじ状の雲には何がつくか,巻雲,P535,jiyujizai,2021/07/25,all
天気は雲全体の量を何としたときの雲が空を占める割合のことを指すか,",10",P537,jiyujizai,2021/07/25,all
雲の割合のことを何と呼ぶか,雲量,P537,jiyujizai,2021/07/25,all
雲量が何の時は快晴とされるか,0〜1,P537,jiyujizai,2021/07/25,all
雲量が何の時ははれとされるか,2〜8,P537,jiyujizai,2021/07/25,all
雲量が何の時は曇りとされるか,9〜10,P537,jiyujizai,2021/07/25,all
空気による圧力を何と呼ぶか,大気圧,P54,jiyujizai,2021/08/09,all
空気にも重さがありずっと高い空から地表面にその上の空気の重さによる圧力がかかっている。この圧力のことを何と呼ぶか。2つ答えなさい,大気圧、気圧,P540,jiyujizai,2021/07/25,all
高さ2000メートルまでの場合100メートル高くなるごとに気圧が何hPa減少するか,11hPa,P540,jiyujizai,2021/07/25,all
１気圧は海抜何での平均の気圧を言うか,海抜0メートル,P540,jiyujizai,2021/07/25,all
天気図状で気圧を示す時は高度0メートルにおける値を修正している。修正することをなんとよぶか,海面構成,P540,jiyujizai,2021/07/25,all
空気が動くのは力が働いているからである。この力は何によって生じるものか,気圧の差,P541,jiyujizai,2021/07/25,all
天気図状に同時刻に各地で観測した海抜構成した気圧の値を記入する。その同じ値の場所を滑らかな曲線で結んだものを何と呼ぶか,等圧線,P541,jiyujizai,2021/07/25,all
等圧線の幅が狭いと言うことは風がどうなっていることを指すか,風が強いと言うこと,P541,jiyujizai,2021/07/25,all
