question,answer,page,made_date
海岸から30〜50キロぐらいのところで数日間にわたり主にいわしやサンマなどをとることを何と呼ぶか,沖合漁業,P144,2021/07/25
大型船で船団を組み遠洋で数ヶ月にわたってマグロ、カツオなどをとることを何と呼ぶか,遠洋漁業,P144,2021/07/25
沿岸漁業ではプランクトンが以上発生し酸素不足で貝や魚が死んでしまう何が問題となることがあるか,赤潮,P144,2021/07/25
海や湖などで人工的に魚介類を育てる漁業のことを何と呼ぶか,養殖業,P145,2021/07/25
卵を人工的に孵化させて稚魚になるまで育ててそのあと海や川に放流して自然の中で成長した魚を取る漁業のことを何と呼ぶか,栽培漁業,P145,2021/07/25
関東地方から九州地方北部にかけて何と呼ばれる帯状の工業地帯が生成されたk,太平洋ベルト,P146,2021/07/25
各地で交通網が整備されて空港や高速道路の近くに何が開発され内陸型の新しい工業地帯も形成されるようになったk,工業団地,P146,2021/07/25
日本は地下資源に乏しいため輸入原料を製品に加工してできた製品を輸出する何が中心であったか,加工貿易,P146,2021/07/26
国内の工場のうち99%以上は従業者が300人未満の何工場であったか,中小工場,P146,2021/07/26
金属工業は鉄を生産するなに工業が盛んか,鉄鋼業,P147,2021/07/26
機械工業は何が中心か,自動車工業,P147,2021/07/26
現在生産されている自動車の何％が何や電気自動車か,ハイブリット車,P147,2021/07/26
石油化学工業のためにタンカーが接岸する太平洋側の海岸沿いに何が建てられたか,石油化学コンビナート,P147,2021/07/26
京浜工業地帯には首都の東京があるため多くの情報が集まることから何業が盛んか,印刷業,P147,2021/07/26
中京工業地帯には愛知県何しを中心に何工業が盛んか,自動車,P147,2021/07/26
中京工業地帯では瀬戸市を中心に何も発達しているか,窯業,P147,2021/07/26
阪神工業地帯には何工場が多いか,中小工場,P147,2021/07/26
北九州工業地帯には戦前から北九州市の何所を中心に鉄鋼業や石炭工業が盛んか,八幡製鉄所,P148,2021/07/26
その土地の原材料を使い長年受け継がれてきた技術をもとに製品を作る何も各地で見られるか,伝統産業,P149,2021/07/26
生産拠点を国内から海外へ移転させ何を始める工場が増えたか,現地生産,P149,2021/07/26
高度経済成長期に入った1950年台以降は何で働く人が増え続けているか,第三次産業,P150,2021/07/26
商業には消費者に商品を売る何と生産者から仕入れた商品を小売業者に売る何があるか,小売業、卸売業,P150,2021/07/26
かつて日本の商業は小売店が立ち並ぶ商店街を中心に行われていた。しかし、様々な社会の変化によって百貨店や大規模なスーパーマーケット数多くの店舗で２４時間営業を行う何などが誕生したか,コンビニエンスストア,P150,2021/07/26
近年何と呼ばれる情報技術(IT)、情報通信技術(ICT)の発達により情報コンテンツ産業などの情報サービス業が重要な産業となっているか,IT革命,P150,2021/07/26
高齢化の進行に伴い何や何も重要性を増してきているか,医療、福祉業,P150,2021/07/26
国際線の乗り換え拠点になる空港のことを何と呼ぶか,ハブ空港,P151,2021/07/26
日本の代表的な航空網として何空港が挙げられるか。4つ答えなさい,成田国際空港、東京国際空港、関西国際空港、中部国際空港,P151,2021/07/26
近年は何と呼ばれる格安航空会社の利用者も世界的に増えてきているか,LCC,P151,2021/07/26
貿易では機械類などの工業製品の輸送には主に何が使われているか,コンテナ船,P152,2021/07/26
原油の輸送には専用の何が使われているか,タンカー,P152,2021/07/26
デジタル方式の通信網には大量のデータを一度に高速で送ることができるシステムがある。このシステムのことをなんと呼ぶか,ブロードバンド通信,P153,2021/07/26
近年では何を用いたブロードバンド通信が増えてきているか,光ファイバー,P153,2021/07/27
インターネットなどを使った国際通信網は何や何などに支えられているか,通信衛星、海底ケーブル,P153,2021/07/27
情報通信技術使える国や人と使えない国や人との差のことを何と呼ぶか,デジタルデバイト,P153,2021/07/27
先進国と発展途上国間の貿易は何と呼ばれているか、2つ答えよ,垂直貿易、南北貿易,P154,2021/07/27
南北間の経済格差から生じる問題のことを何と呼ぶか,南北問題,P155,2021/07/27
特定の2国間または複数国間で貿易などの活発化を図るのが目的で作られた協定のことを何と呼ぶか,自由貿易協定,P155,2021/07/27
輸入額が1番多いの何空港か,成田空港,P156,2021/07/27
輸出額が1番多いのは何空港か,名古屋空港,P156,2021/07/27
名古屋港は何の輸出が1番多いか,自動車,P156,2021/07/27
千葉港は輸入品の71%以上が何であるか,石油・液化ガス,P156,2021/07/27
途中で船や鉄道に自動車を積み替えて運ぶことを何と呼ぶか,モーダルシフト,P157,2021/07/27
47ある都道府県は何個に分けることができるか,7個,P159,2021/07/27
7地方には何があるか。全て答えなさい,北海道地方、東北地方、関東地方、中部地方、近畿地方、中国・四国地方、九州地方,P159,2021/07/27
日本は何を境に東日本と西日本に分けられるか,フォッサマグナ,P160,2021/07/27
愛知県では東部を何と呼ぶか,三河地方,P160,2021/07/27
愛知県では西部を何と呼ぶか,尾張地方,P160,2021/07/27
愛知県では北部を何と呼ぶか,飛騨地方,P160,2021/07/27
愛知県では南部を何と呼ぶか,美濃地方,P160,2021/07/27
交流電流の流れる向きが1秒間に変わる回数のことを何と呼ぶか,周波数,P160,2021/07/27
北九州の有明海沿岸には主に筑後川によって造られた三角州が発達した何が広がっているか,筑後平野,P166,2021/07/27
九州西北部の半東部や東部の豊後水道沿岸は海岸線の出入りが複雑な何となっているか,リアス海岸,P166,2021/07/27
中・南九州の高く険しい九州山地の北側に世界最大級のカルデラを持つ何があるか,阿蘇山,P167,2021/07/27
九州の南側には霧島山や御岳などの火山と火山灰に覆われた何が広がっているか,シラス台地,P167,2021/07/27
九州地方は近海を流れる暖流の黒潮と何海流の影響を受けるため温暖であるか,対馬海流,P167,2021/07/27
温泉地帯では温泉水や地熱を利用した何が盛んであるか,地熱発電,P168,2021/07/27
筑紫平野には何と呼ばれる水路が広がっているか,クリーク,P168,2021/07/27
九州の米所はどこか,筑紫平野,P168,2021/07/27
九州地方南部にある宮崎平野などでは冬でも温暖な気候を利用しピーマンやきゅうりなどの野菜の出荷を早める何栽培などが盛んか,促成栽培,P169,2021/07/27
有明海では何の養殖が盛んか,のり　,P169,2021/07/27
大村湾や対馬では何の養殖が盛んか,真珠,P169,2021/07/27
鹿児島県や宮崎県では何の生産が盛んか,うなぎ,P169,2021/07/27
九州地方はIC(集積回路)産業が発達しているのでアメリカ合衆国のシリコンバレーにならい何とも呼ばれたか,シリコンアイランド,P171,2021/07/27
1950〜1960年代に熊本県水俣市では化学工場がメチル水銀を廃液として水俣湾に排出したことが原因で何が発生したか,水俣病,P172,2021/07/27
沖縄はかつて何という独立国であったか,琉球王国,P173,2021/07/27
沖縄の産業では独特の料理・文化や何を生かした観光業、電照菊の栽培、野菜づくりが盛んであるか,サンゴ礁,P173,2021/07/27
中国地方の鳥取平野の海岸部には日本最大級の何が広がっているか,鳥取砂丘,P174,2021/07/27
全体的に山がちな中国地方の中央に低くなだらかな何があるか,中国山地,P174,2021/07/27
瀬戸内海は土地が沈んでできた何であるか,多島海,P174,2021/07/27
全体的に山がちな四国地方は四国中央に高く険しい何が広がっているか,四国山地,P175,2021/07/27
四国には日本最後の清流として知られる何川があるか,四万十川,P175,2021/07/27
瀬戸内海の島々や日当たりが良い沿岸部の山の斜面には何畑がありみかんの栽培が盛んか,段々畑,P176,2021/07/27
広島県では何の養殖が盛んか,牡蠣,P176,2021/07/27
瀬戸内工業地帯には製鉄所や何が集中しているか,石油化学コンビナート,P177,2021/07/27
広島市は行政などにおいて地方の中心となる何と呼ばれる都市となっているか,地方中枢地区,P178,2021/07/27
中国地方には倉敷市児童と坂出市を結ぶ何が開通したか,瀬戸大橋,P178,2021/07/27
児童・坂出ルート、神戸・鳴門ルート、尾道・今治ルートの三本の橋のことを何と呼ぶか　,本州四国連絡橋,P180,2021/07/27
大都市などへの移動時間が短くなったため人が吸い寄せられた。このような現象のことを何と呼ぶか,ストロー現象,P180,2021/07/27
尾道・今治ルートは何とも呼ばれるか,瀬戸内しまなみ海道,P181,2021/07/27
近畿地方にある兵庫県明石市には日本の標準時子午線である経度何度の線が通っているか,135度,P182,2021/07/27
日本最大の湖は何と呼ばれているか,琵琶湖,P183,2021/07/27
京都・大阪・神戸などの大消費地の周辺では何が行われているか,近郊農業,P184,2021/07/29
紀伊山地は温暖多湿で森林がよく育つため奈良県の何や三重県の尾鷲ひのきと行った美林が多いか,吉野杉,P185,2021/07/29
阪神工業地帯は何や何の割合が比較的高いか,金属、化学工業,P185,2021/07/29
日用雑貨・金属部品・機械部品・毛布・タオルなどを作っているのは何工場と呼ばれているか,中小工場,P185,2021/07/29
京都の伝統的工芸品には何織があるか,西陣織,P185,2021/07/29
京都市・大阪市・神戸市を中心とする何では人口の増加に伴い過密となったか,京阪神大都市圏,P186,2021/07/29
京阪神大都市圏では過密となり都心部の宅地が不足したため私鉄の沿線に何や泉北などの何が開発されていったか,千里・ニュータウン,P188,2021/07/29
地方自治法による命令によって指定された50万人以上の人口を持つ都市のことを何と呼ぶか,政令指定都市,P188,2021/07/29
江戸時代、大阪は物流の拠点となったため何と呼ばれるようになったか,天下の台所,P188,2021/07/29
大阪では高層マンションの建設が進んだため人口が回復する何が起こっているか,都心回帰現象,P188,2021/07/29
1995年に起こった淡路島北部を震源とする地震のことを何と呼ぶか,阪神淡路大震災,P188,2021/07/29
中部地方にある飛騨山脈・木曽山脈・赤石山脈を合わせてなんとよぶか,日本アルプス,P189,2021/07/29
日本アルプスの東には何が本州を横断するように伸びているか,フォッサマグナ,P189,2021/07/29
日本一長い川は何か,信濃川,P190,2021/07/29
信濃川の下流には何平野が広がっているか,越後平野,P190,2021/07/29
木曽川・長良川・揖斐川の下流には何平野があるか,濃尾平野,P190,2021/07/29
木曽川・長良川・揖斐川が合流する河口付近の三角州には周りの川より土地が低い何が見られるか,輪中,P190,2021/07/29
若狭湾は何が発達しているか,リアス海岸,P190,2021/07/29
東海地方は何島の季節風の影響でいつに雨が多い太平洋側の気候となっているか,夏,P190,2021/07/29
中央気候の地域は降水量が一年中少ない何生の気候となっているか,内陸性,P190,2021/07/29
北陸地方は冬に北西の季節風の影響を受けるため大量の雪が降る。そのため冬の降水量が多い。このような気候のことを何と呼ぶか,日本海側の気候,P190,2021/07/29
静岡県には何港と呼ばれる日本有数の水揚げ量を誇る港があるか,焼津港,P191,2021/07/29
夏でも涼しいという気候を生かした農業のことを何と呼ぶか,高冷地農業,P193,2021/07/29
貴重な自然環境を留めている土地や文化財を地域の住民らが募金を集めて買い取ったり寄贈を受けたりして保護、保管を受けたりする運動のことをなんとよぶか,ナショナルトラスト,P194,2021/07/29
北陸地方は冬の積雪量が非常に多く裏作ができないため稲作だけを行う何が農業の中心となっているか,水田単作,P195,2021/07/29
コシヒカリは何米として全国的に高い評価を受けているか,銘柄米(ブランド米),P195,2021/07/29
高崎〜長野間を走る新幹線を何と呼ぶか,北陸新幹線,P196,2021/07/29
日本で最も大きな平野は何平野か,関東平野,P198,2021/07/30
関東平野の表面は何と呼ばれる火山灰が積もってできた赤土に覆われているか,関東ローム,P198,2021/07/30
日本で2番目の長さの川は何と呼ばれているか,利根川,P198,2021/07/30
利根川流域には何と呼ばれる琵琶湖に次いで大きな湖があるか,霞ヶ浦,P198,2021/07/30
北陸地方南部には何半島があるか,房総半島,P198,2021/07/30
房総半島の東部には砂浜海岸の何が続いているか,九十九里浜,P198,2021/07/30
沖ノ鳥島や南鳥島はどこに属しているか,東京都,P198,2021/07/30
越後山脈をこえた乾燥した風のことを何と呼ぶか,からっ風,P198,2021/07/30
都市向けの新鮮な野菜や果物を栽培することを何と呼ぶか,近郊農業,P199,2021/07/30
千葉県の利根川河口に属する日本を代表する港は何か,銚子港,P200,2021/07/30
京浜工業地帯は何都道府県ににまたがっているか。3つ答えなさい,東京都・神奈川県・埼玉県,P200,2021/07/30
京浜工業地帯は何工業が盛んか,機械工業,P200,2021/07/30
東京には国内外から様々な情報が集まる。そのため東京二十四区は何業が集中しているか,印刷業,P201,2021/07/30
千葉県には1960年代から東京湾岸の埋立地に石油化学コンビナートや大規模な製鉄所が建設された。そのため何が形成されたか,京葉工業地域,P201,2021/07/30
都市の中で政治・経済の重要な期間が集まる地区を何と呼ぶか,都心,P203,2021/07/30
都心に次いで中心となる地区を何と呼ぶか,副都心,P203,2021/07/30
東京の代表的な空港には何があるか,羽田空港,P203,2021/07/30
東京には1970年代に多摩などの近郊の台地・丘陵に何が建設されたか,ニュータウン,P204,2021/07/30
ニュータウンを建設したため東京への勤務圏は都心から50キロ以上の範囲まで広がった。この範囲のことを何と呼ぶか,東京大都市圏,P204,2021/07/30
東京の都心や臨海部では何が進んでいるか,再開発,P205,2021/07/30
東京では再開発が進み高層マンションなどの建設が進んだため人々が都心に戻ってくる何が起こっているか,都心回帰現象,P205,2021/07/30
東京港や横浜港の近くには日本最大の貿易港である何港があるか,成田空港,P205,2021/07/30
東北地方中央には険しい何山脈があるか,奥羽山脈,P206,2021/07/30
東北地方の日本海側には何山脈が南北に走っているか,出羽山脈,P206,2021/07/30
最上川河口には何平野が広がっているか,庄内平野,P206,2021/07/30
青森県の何平野では冷涼な気候に適したリンゴ作りが盛んか,津軽平野,P208,2021/07/30
東北地方の何盆地ではさくらんぼやなしの栽培が盛んか,山形盆地,P208,2021/07/30
三陸海岸の沖合は何が発達しているか,リアス海岸,P208,2021/07/31
リアス海岸は湾が多く海が穏やかで波が少ないため何業が盛んか,養殖業,P209,2021/07/31
東北地方の太平洋側には何の集中地域か,原子力発電所,P210,2021/07/31
東北地方では2011年に起きた東日本大震災で何発電所が大きな被害を受けたか,福島第一原子力発電所,P210,2021/07/31
青森県では何祭りが有名か,青森ねぶた祭,P211,2021/07/31
秋田では何祭りが有名か,秋田竿燈まつり,P211,2021/07/31
仙台では何祭りが有名か,仙台七夕まつり,P211,2021/07/31
秋田県では男鹿半島に伝わる伝統行事の何も有名か,ナマハゲ,P211,2021/07/31
青森県と秋田県の県境に位置しブナの原生林が生茂る何は1993年に世界自然遺産に登録されたか,白神山地,P211,2021/07/31
東北地方の地方中枢都市は何市か,仙台市,P212,2021/07/31
津軽半島と北海道の松前半島をつなぐトンネルのことを何と呼ぶか,青函トンネル,P212,2021/07/31
昔北海道は何と呼ばれていたか,蝦夷地,P213,2021/07/31
蝦夷地には独自の文化をもつ先住民族の何が住んでいたか,アイヌ民族,P213,2021/07/31
明治時代になると政府は札幌に何という役所を置いたか,開拓使,P213,2021/07/31
国後島・択捉島・歯舞群島・色丹島を含む4島をまとめてなんと呼ぶか,北方領土,P213,2021/07/31
日本第2位の流域範囲の広い川を何と呼ぶか,石狩川,P213,2021/07/31
オホーツク海沿岸には冬に何が押し寄せてくるか,流氷,P214,2021/07/31
北海道東部には何台地が広がるか,根釧台地,P216,2021/07/31
北海道では乳牛を飼育する何業が盛んか,酪農,P216,2021/07/31
北洋漁業は釧路港・根室港・函館港などを基地とする何の中心であったか,遠洋漁業,P216,2021/07/31
北海道にあるタンチョウの生息地として貴重な何は1980年に国内初のラムサール条約登録地になったか,釧路湿原,P217,2021/07/31
北海道の島の中でオホーツク海に突き出た何は2005年に世界自然遺産に登録されたか,知床,P218,2021/07/31
専門のガイドの案内・説明を受け、実際に自然に触れることを通して自然環境の価値や人間の関わり方などを楽しみながら身につけながらできる観光のことを何と呼ぶか,エコツーリズム,P218,2021/07/31
農山漁村に滞在して農林漁業体験やその地域の自然、人々との交流を楽しむ余暇活動のことをなんとよぶか,グリーンツーリズム,P218,2021/07/31
札幌市の近郊には何空港があるか,新千歳空港,P219,2021/07/31
日本の元号を全て順番に答えなさい,旧石器時代・縄文時代・弥生時代・古墳時代・奈良時代・平安時代・鎌倉時代・室町時代・安土桃山時代・江戸時代・明治時代・大正時代・昭和時代・平成時代・令和時代,P234,2021/07/31
最初に出現した人類のことを何と呼ぶか,猿人,P242,2021/07/31
200万年前猿人に比べ脳の大きさが2倍の人類のことを何と呼ぶか,原人,P242,2021/07/31
現在の人類の直接の祖先と呼ばれているのは何人か,新人,P242,2021/07/31
旧石器時代には何を使い動物を狩っていたか,打製石器,P243,2021/07/31
新石器時代には石を磨いて作られた何が使われるようになったか,磨製石器,P244,2021/07/31
青銅器時代には何が使われるようになったか,青銅器,P244,2021/08/02
青銅器時代には何が発明されたか,文字,P244,2021/08/02
鉄器時代には金属器として何が使用されるようになったか,鉄器,P244,2021/08/02
ティグリス川とユーフラテス川の間にあるメソポタミアでは何文明が栄えたか,メソポタミア文明,P244,2021/08/02
メソポタミア文明の人々は支配や交易のために何を使用したか,くさび形文字,P245,2021/08/02
ナイル川流域では何文明が生まれたか,エジプト文明,P246,2021/08/02
エジプトでは何文字やパピルスが発明されたか,象形文字,P246,2021/08/02
エジプト文明では1年を365日とし、12ケ月に分ける何が作られたか,太陽暦,P246,2021/08/02
インダス川流域では何文明が生まれたか,インダス文明,P247,2021/08/02
黄河と長江流域では何文明が生まれたか,中国文明,P247,2021/08/02
中国文明では何文字が使われていたか,甲骨文字,P247,2021/08/02
中国文明では王が優れた人材を集めたため何などの思想家が現れたか,孔子,P247,2021/08/02
紀元前221年に中国を統一したのは秦の誰か,始皇帝,P247,2021/08/02
始皇帝は北方の遊牧民の侵入を防ぐため何を築いたか,万里の長城,P247,2021/08/02
秦が滅びた後中国はなんと呼ばれるようになったか,漢,P247,2021/08/03
漢の時代には国の支配のために孔子の教えである何を取り入れたか,儒教,P247,2021/08/03
漢の時代には何を通って人やものの行き来が盛んになっていたか,シルクロード(絹の道),P247,2021/08/03
ギリシャ人独特の文明のことを何と呼ぶか,ギリシャ文明,P248,2021/08/03
ギリシャ文明では市民全員が参加する民会を中心に何が行われたか,民主聖,P248,2021/08/03
ローマ帝国では貴族を中心とする何による政治が行われたか,共和政,P248,2021/08/03
インドでは紀元前6世紀ごろに誰が身分制度を批判したか,釈迦,P249,2021/08/03
釈迦は紀元前6世紀ごろに人は皆平等であるという教えの何を開いたか,仏教,P249,2021/08/03
紀元前ごろパレスチナに生まれた何はキリスト教を開いたか,イエス,P249,2021/08/03
6世紀アラビア半島に生まれた何はアラーを唯一の神とするイスラム教を開いたか,ムハンマド,P249,2021/08/03
1万2000年ほど前には縄で作られたような土器が使われていたこの時代を何時代と呼ぶか,縄文時代,P251,2021/08/03
縄文時代の人々の暮らしは何を調べると推測できるか,貝塚,P251,2021/08/03
縄文時代の人々は食料が得やすいところに何住居をつくったか,たて穴住居,P251,2021/08/03
縄文時代の遺跡として代表的なものを一つあげよ,三内丸山遺跡,P251,2021/08/03
縄文時代に作られた女性の形をかたどったものが多い土器ことを何と呼ぶか,土偶,P251,2021/08/05
紀元前4年ごろ中国や朝鮮半島から日本に移り住んだ人々は九州北部に何を伝えたか,稲作,P252,2021/08/05
紀元前4年ごろには収穫された米はどこに保管されていたか,高床倉庫,P252,2021/08/05
稲作が伝わり貧富の差が生まれた新しい時代のことを何と呼ぶか,弥生時代,P252,2021/08/05
縄文土器と比べ飾りが少なく薄手で硬く赤褐色をしていて東京都文京区弥生町で見つかった土器のことを何と呼ぶか,弥生土器,P252,2021/08/05
弥生時代には稲作とともに何が伝わったか,金属器,P252,2021/08/05
弥生時代には実用品として使われていることもあったがのちに祭りや儀式の道具として使われるようになった金属器がある。このような金属器のことをなんと呼ぶか,青銅器,P252,2021/08/05
縄文時代に農具や木製品を作るため工具・武器などとして使われていた金属器のことを何と呼ぶか,鉄器,P252,2021/08/05
中国の漢の時代には日本は何と呼ばれていたか,倭,P254,2021/08/05
紀元57年に倭の奴国の王の使いが後漢の光武帝に貢物を持ってきたため光武帝は代わりに何を捧げたか,金印,P254,2021/08/05
3世紀ごろ倭では国同士の争いがなかなかおさまらなかったので諸国が共同して邪馬台国の誰を王と立てたか,卑弥呼,P255,2021/08/05
3世紀前半から6世紀末ごろまで続いた時代をなんとよぶか,古墳時代,P256,2021/08/05
3世紀の終わり頃から各地の王や豪族が自分の権力を示そうとして何を作り始めたか,古墳,P256,2021/08/05
古墳の上や周りには何と呼ばれる焼き物が並べられたか,埴輪,P256,2021/08/05
四角と丸が組み合わさったような鍵穴のような形の古墳を何と呼ぶか,前方後円墳,P256,2021/08/05
日本最大の古墳は大阪府の何古墳か,大仙古墳(仁徳陵古墳),P256,2021/08/05
四角い形の古墳を何と呼ぶか,方墳,P256,2021/08/05
丸い形の古墳を何と呼ぶか,円墳,P256,2021/08/05
3世紀後半から4世紀になると巨大な権力を持った豪族などが現れる。このような豪族が互いに連合し大和に作った政権を何と呼ぶか,大和政権,P257,2021/08/05
大和政権の政府を何と呼ぶか,大和朝廷,P257,2021/08/05
大和政権の支配者を何と呼ぶか,大王,P257,2021/08/05
大和政権は政治の仕組みを整えていった。そのとき豪族たちは血縁関係を元に構成された何を名乗ったか,氏,P258,2021/08/06
大和政権は氏ごとに職務を分担し何を与えたか,姓,P258,2021/08/06
豪族が氏を名乗り大和政権が氏ごとに姓を与えるというような仕組みを何と呼ぶか,氏姓制度,P258,2021/08/06
埼玉県の何古墳から出土した鉄剣と熊本県の何古墳から出土した鉄刀にはともに何の文字が刻まれていたか,稲荷山古墳、江田船山古墳、ワカタケル大王,P258,2021/08/06
ワカタケル大王は何天皇とされているか,雄略天皇,P258,2021/08/06
4〜6世紀ごろ大陸や朝鮮半島から日本に移り住んだ人たちを何と呼ぶか,渡来人,P260,2021/08/06
6世紀ごろには百済から渡来した人々によって儒教と何も伝えられたか,仏教,P260,2021/08/06
589年に南朝と北朝に分かれていた中国を統一したのは何か,隋,P261,2021/08/06
隋に代わって中国を統一したのは何か,唐,P261,2021/08/06
6世紀ごろになると豪族同士で争う者や大和政権に反抗するものが現れた。大伴氏が朝鮮との外交に失敗して衰えた後、何氏と何氏は仏教を取り入れるかどうかをめぐって対立したか,蘇我氏・物部氏,P262,2021/08/06
10人もの人の請願を同時に正確に聞き取ったと言われている人は誰か,聖徳太子,P262,2021/08/06
6世紀末になると誰は自分の姪を推古天皇として即位させたか,蘇我馬子,P262,2021/08/06
聖徳太子が摂政になってから奈良に都が移されるまでの期間を何時代と呼ぶか,飛鳥時代,P262,2021/08/09
聖徳太子は603年に何を制定したか,冠位十二階,P262,2021/08/09
聖徳太子は604年に仏教や儒教の教えを取り入れた何を制定したか,十七条の憲法,P263,2021/08/09
聖徳太子は607年に誰を遣隋使として派遣したか,小野妹子,P263,2021/08/09
聖徳太子は607年に小野妹子を何として派遣したか,遣隋使,P263,2021/08/09
6世紀中頃に伝わった仏教は聖徳太子が何寺や四天王寺を建てたため広く信仰されるようになったか,法隆寺,P263,2021/08/09
法隆寺には鞍作鳥が作ったとされる何などの仏像のほか玉虫厨子など多くの作品が残っているか,釈迦三尊像,P263,2021/08/09
645年に中大兄皇子は誰とともに蘇我氏を滅ぼしたか,中臣鎌足,P264,2021/08/09
645年に誰は中臣鎌足とともに蘇我氏を滅ぼしたか,中大兄皇子,P264,2021/08/09
中臣鎌足と中大兄皇子が中心に行った一連の政治改革を何と呼ぶか,大化の改新,P264,2021/08/09
それまで皇族や豪族がそれぞれ支配していた土地と人民を全て国のものとする政策を何と呼ぶか,公地公民,P264,2021/08/09
中大兄皇子は唐と新羅の侵攻に備えて北九州に何という外交や防備を担当する役所を置いたか,太宰府,P265,2021/08/09
668年に中大兄皇子は大津宮で何天皇として即位したか,天智天皇,P265,2021/08/09
天智天皇が亡くなると翌年に誰と誰との戦いが起こったか,大友皇子、大海人皇子,P265,2021/08/09
673年に天皇として即位したのはだれか。またその天皇は何天皇と呼ばれているか,大海人皇子、天武天皇,P265,2021/08/09
天武天皇の死後天皇として即位した持統天皇は日本で最初の本格的な都である何を造営したか,藤原京,P265,2021/08/09
701年に律と令に基づいて政治を行う何の仕組みを定めた何が唐の律令にならって作られたか,律令国家、大宝律令,P266,2021/08/09
701年には土地制度として唐の均田生にならい何が定められたか,班田収授法,P266,2021/08/10
701年には税制度として人々に何・何・何という税や雑徭、兵役などが課されたか,租・調・庸,P266,2021/08/10
710年、元明天皇の時に藤原京から奈良盆地北部のどこに都が移されたか,平城京,P267,2021/08/10
710年に都が移されてからこの都を中心に政治が行われた80年余りを何時代と呼ぶか,奈良時代,P267,2021/08/10
日本で初めて作られた貨幣のことを何と呼ぶか,富本銭,P267,2021/08/11
708年に発行された貨幣で開元通宝という唐の貨幣がモデルとされている貨幣のことをなんと呼ぶか,和同開陳,P267,2021/08/11
743年に朝廷は何法を出して新しく開墾した土地の永久私有を認めたか,墾田永年私財法,P269,2021/08/11
奈良時代には唐の進んだ政治制度や文化を取り入れるためにたびたび何が送られたか,遣唐使,P270,2021/08/11
奈良時代の頃に最も栄えた国際色豊かな文化を聖武天皇の頃の元号にちなんで何文化というか,天平文化,P270,2021/08/11
聖武天皇が使用したものは東大寺の何に保管されているか,正倉院,P270,2021/08/11
聖武天皇と光明皇后は仏の力で天災などで不安になった世を治めようとした。そのため都には総国分寺として何が建てられたか,東大寺,P271,2021/08/11
奈良時代に日本にやってき唐の高僧の誰は優れた僧を求める日本の要請に応じて来日したか,鑑真,P271,2021/08/11
8世紀に入り、国の仕組みが整い始めると神話や伝承、記録などをもとに何や何などの歴史書が作られたか,古事記、日本書紀,P271,2021/08/12
日本最古の歌集は何か,万葉集,P271,2021/08/12
万葉集は誰がまとめたとされるか,大伴家持,P271,2021/08/12
奈良時代の後半の何天皇は律令制の立て直しを図ったか,桓武天皇,P272,2021/08/12
桓武天皇は794年にどこに都を移したか,平城京,P272,2021/08/12
蝦夷平定のために誰を征夷大将軍に任命したか　,坂上田村麻呂　,P272,2021/08/12
蝦夷平定のために坂上田村麻呂を何としたか,征夷大将軍,P272,2021/08/12
唐で密教を学んだ空海はこうやざんに金剛峰寺を建てて何宗を広めたか,真言宗,P273,2021/08/12
空海は何山に金剛峰寺を建てたか,高野山,P273,2021/08/12
最澄は比叡山に延暦寺を建て何宗を広めたか,天台宗,P273,2021/08/12
最澄は何山に延暦寺を建てたか,比叡山,P273,2021/08/12
藤原氏は9世紀後半には何や何という天皇を補佐する職についたか,摂政、関白,P273,2021/08/12
天皇と外戚関係を持った藤原氏が摂政や関白となり天皇に代わって行なった政治を何政治というか,摂関政治,P273,2021/08/12
藤原氏は11世期前半の何父子の時代に全盛期を迎えたか,藤原道長、頼通,P274,2021/08/12
894年には菅原道真の提言により何の派遣を中止したか,遣唐使,P275,2021/08/12
遣唐使は誰の提言があったため停止したか,菅原道真,P275,2021/08/12
日本と大陸とのつながりがなくなった10世紀ごろは日本独自の文化が生成されていった。この日本独自の文化を何と呼ぶか,国風文化,P276,2021/08/12
8世紀の末ごろに漢字を変形させ日本語の発音を表せるように工夫した何が作られたか,カナ文字,P276,2021/08/12
日本で最古の仮名書きの物語とされるのは何か,竹取物語,P276,2021/08/12
紫式部はカナ文字で何物語を作ったか,源氏物語,P276,2021/08/12
清少納言は随筆、何を表したか,枕草子,P277,2021/08/12
10世紀半ばになると阿弥陀仏にすがることで極楽浄土に往生できるという何が起こったか,浄土信仰(浄土教),P277,2021/08/12
藤原頼通は極楽浄土をこの世に再現しようとし宇治(京都)に何を建てたか,平等院鳳凰堂,P278 ,2021/08/12
平安時代の貴族は何と呼ばれる邸宅に暮らすようになったか,寝殿造,P278 ,2021/08/12
10世紀以降地方に住み着いた皇族や貴族の子孫を頭(棟梁)に一族の子(家の子)や従者(郎等)などからなる何を結成していったか,武士団,P285,2021/08/13
武士団の中でも大きな勢力になったのは何氏と何氏か,源氏と平氏,P285,2021/08/13
10世紀中頃関東地方では誰が自らを新皇と称し新しい国造りをしようとしたか,平将門,P285,2021/08/13
10世紀中頃平将門は自らを何と称したか,新皇,P285,2021/08/13
10世紀中頃の伊予(愛知県)の国司であった誰は任期を終えても都に帰らず海賊の頭領になったか,藤原純友,P285,2021/08/13
後三年合戦の後平泉を拠点に何氏が栄えたか,奥州藤原氏,P285,2021/08/13
12世紀前半には平忠盛らが瀬戸内海の海賊を鎮め何氏が西日本で勢力を広げたか,平氏,P285,2021/08/13
